,title,authors,isbn,publisher,categories,thumbnail
4325,Star Wars: Clone Wars  Volume 9: Endgame,John Ostrander/Welles Hartley/Jan Duursema,1593075537,Dark Horse Books,Comics & Graphic Novels,http://books.google.com/books/content?id=KL98AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4326,Wookiee Cookies: A Star Wars Cookbook,Robin  Davis/Frankie Frankeny,0811821846,Chronicle Books,Cooking,http://books.google.com/books/content?id=xmKf7BnQiqMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
4327,Star Wars:  The New Essential Guide to Characters,Daniel  Wallace/Michael Sutfin,0345449002,Del Rey,Fiction,http://books.google.com/books/content?id=HrYGhLXC_mkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
4328,Star Wars: Clone Wars  Volume 8: The Last Siege  the Final Truth,John Ostrander/Jan Duursema/Dan Parsons,1593074824,Dark Horse Books,Comics & Graphic Novels,http://books.google.com/books/content?id=uKSFbwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4329,Star by Star (Star Wars: The New Jedi Order  #9),Troy Denning,0099410389,Arrow,Life on other planets,http://books.google.com/books/content?id=lPtDoGRj6MIC&printsec=frontcover&img=1&zoom=1&source=gbs_api
4330,Star Wars: Empire  Volume 5: Allies and Adversaries,Ron Marz/Jeremy Barlow/Brandon Badeaux,1593074662,Dark Horse Books,Comics & Graphic Novels,http://books.google.com/books/content?id=hPcFyQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4331,Yoda: Dark Rendezvous,Sean Stewart,0345463099,Del Rey,Fiction,http://books.google.com/books/content?id=rdgi7mqaOz0C&printsec=frontcover&img=1&zoom=1&source=gbs_api
4332,Black Man of the Nile and His Family,Yosef A.A. Ben-Jochannan,0933121261,Black Classic Press,History,http://books.google.com/books/content?id=6EK3Bs1h1FUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
4333,Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,Black Elk/John G. Neihardt,0803283857,Bison Books,Biography & Autobiography,http://books.google.com/books/content?id=LHXWwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4334,1635: The Cannon Law (Assiti Shards  #8),Eric Flint/Andrew Dennis,1416509380,Baen,Fiction,http://books.google.com/books/content?id=dpVYaFSYmYEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
4335,Cash,Johnny Cash/Patrick   Carr,0060727535,HarperOne,Biography & Autobiography,http://books.google.com/books/content?id=yL6MRZfrWjkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
4336,Johnny Cash,Michael Streissguth,0306813688,Da Capo Press,Biography & Autobiography,http://books.google.com/books/content?id=BBRDZoBeI88C&printsec=frontcover&img=1&zoom=1&source=gbs_api
4337,Controversy Creates Cash,Eric Bischoff/Jeremy Roberts,141652729X,World Wrestling Entertainment Books,Biography & Autobiography,http://books.google.com/books/content?id=eUxrpGfkew4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
4338,Side Effects,Amy Goldman Koss,1596432942,Roaring Brook Press,Juvenile Fiction,http://books.google.com/books/content?id=iqXgZE0yfDgC&printsec=frontcover&img=1&zoom=1&source=gbs_api
4339,Myths of Light: Eastern Metaphors of the Eternal (Collected Work),Joseph Campbell/David Kudler,1577314034,New World Library,Philosophy,http://books.google.com/books/content?id=OWdqt29UDGYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
4340,The Inner Reaches of Outer Space: Metaphor as Myth and as Religion (Collected Worksl),Joseph Campbell,1577312090,New World Library,Religion,http://books.google.com/books/content?id=5VOGAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
4341,The Power of Myth,Joseph Campbell/Bill Moyers,0385418868,Anchor,Philosophy,http://books.google.com/books/content?id=ZxQxQa1l6ioC&printsec=frontcover&img=1&zoom=1&source=gbs_api
4342,The Beatles: The Biography,Bob Spitz,0316013315,Little Brown,Biography & Autobiography,http://books.google.com/books/content?id=ahrfGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4343,Here  There and Everywhere: My Life Recording the Music of the Beatles,Geoff Emerick/Howard Massey/Elvis Costello,1592402690,Avery Publishing Group,Biography & Autobiography,http://books.google.com/books/content?id=bpjbmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4344,The Beatles: 365 Days,Simon Wells,0810959119,Harry N. Abrams,Performing Arts,http://books.google.com/books/content?id=f_IkwwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4345,A Hard Day's Write: The Stories Behind Every Beatles Song,Steve Turner,0060844094,It Books,Music,http://books.google.com/books/content?id=cvp-QQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4346,Shout! The Beatles in Their Generation,Philip Norman,0743235657,Fireside,Biography & Autobiography,http://books.google.com/books/content?id=l2I0twz__BIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
4347,The Beatles Illustrated Lyrics,Alan Aldridge/The Beatles,157912058X,Black Dog & Leventhal Publishers,Music,http://books.google.com/books/content?id=--hSPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4348,The Beatles' Story on Capitol Records  Part Two: The Albums,Bruce Spizer,0966264924,Four Ninety-Eight Productions,Music,http://books.google.com/books/content?id=M54JAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4349,The Rough Guide to The Beatles,Chris Ingham,1843537206,Rough Guides,Biography & Autobiography,http://books.google.com/books/content?id=HWE8AQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4350,The Love You Make: An Insider's Story of the Beatles,Peter     Brown/Steven Gaines/Anthony DeCurtis,0451207351,NAL,Biography & Autobiography,http://books.google.com/books/content?id=KNhjqGbX-I0C&printsec=frontcover&img=1&zoom=1&source=gbs_api
4351,A Day in the Life: The Music and Artistry of the Beatles,Mark Hertsgaard,0385315171,Delta,Music,http://books.google.com/books/content?id=IgHiPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4352,The Beatles Diary  Vol 1: From Liverpool to London (Falk Symposium),Keith Badman/Keith Badman,0711983089,Omnibus Press,Biography & Autobiography,http://books.google.com/books/content?id=_TBkf1ttNBYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
4353,Two of Us: The Story of a Father  a Son  and the Beatles,Peter J. Smith,0618251456,Houghton Mifflin Harcourt,Biography & Autobiography,http://books.google.com/books/content?id=GhRKYgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4354,Mad Cowboy: Plain Truth from the Cattle Rancher Who Won't Eat Meat,Howard F. Lyman/Glen Merzer,0684854465,Scribner,Health & Fitness,http://books.google.com/books/content?id=n2zDhP8PB5gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
4355,The Life You Were Born to Live,Dan Millman,1567313981,MJF Books,Self-Help,http://books.google.com/books/content?id=X_VgkQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4356,Lover Eternal (Black Dagger Brotherhood  #2),J.R. Ward,0451218043,Signet,Fiction,http://books.google.com/books/content?id=5tyYDAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4357,Mistaken Identity,Nayantara Sahgal,8172235224,Harper Collins,Indic fiction (English),http://books.google.com/books/content?id=q-tKPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4358,The Skeptic's Dictionary: A Collection of Strange Beliefs  Amusing Deceptions  and Dangerous Delusions,Robert Todd Carroll,0471272426,Wiley,Science,http://books.google.com/books/content?id=h7m6NAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4359,The Bush Dyslexicon: Observations on a National Disorder,Mark Crispin Miller,0393322963,W. W. Norton  Company,Biography & Autobiography,http://books.google.com/books/content?id=yU42iio_KXAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
4360,Extraordinary Popular Delusions and the Madness of Crowds/Confusión de Confusiones (Marketplace Book),Martin S. Fridson/Charles Mackay/Joseph de La Vega,0471133124,Wiley,Business & Economics,http://books.google.com/books/content?id=h23HW5EJnyEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
4361,The Crowd/Extraordinary Popular Delusions & the Madness of Crowds,Gustave Le Bon/Charles Mackay,0934380236,Wasendorf & Associates Inc,Psychology,http://books.google.com/books/content?id=3OXIPAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4362,The Collected Stories of Arthur C. Clarke,Arthur C. Clarke,0312878605,Tom Doherty Associates/Orb Books,Fiction,http://books.google.com/books/content?id=HLz1g95AXDsC&printsec=frontcover&img=1&zoom=1&source=gbs_api
4363,Sunstorm (A Time Odyssey  #2),Arthur C. Clarke/Stephen Baxter,0345452518,Del Rey Books,Fiction,http://books.google.com/books/content?id=Wzg9BEEnIV8C&printsec=frontcover&img=1&zoom=1&source=gbs_api
4364,Best Ghost and Horror Stories,Bram Stoker/Richard Dalby,0486297160,Dover Publications,Fiction,http://books.google.com/books/content?id=iiaFDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
4365,The Blonde on the Street Corner,David Goodis,1852424478,Serpent's Tail,Fiction,http://books.google.com/books/content?id=CkrzQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4366,Of Tender Sin,David Goodis/Adrian Wootton,1852426748,Serpent's Tail,Fiction,http://books.google.com/books/content?id=r0kFAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4367,Ghost in the Shell 2: Innocence: After The Long Goodbye,Masaki Yamada/Yuji Oniki/Carl Gustav Horn/Daigo Shinma/Keita Saeki/Mamoru Oshii/Shinji Maki,1421513943,VIZ Media LLC,Comics & Graphic Novels,http://books.google.com/books/content?id=9XMwPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4368,At the Edge (Psychic Triplet Trilogy  #1),Cait London,0061140503,Avon,Fiction,http://books.google.com/books/content?id=TOsOjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4369,Tallchief: The Hunter (The Tallchiefs #9),Cait London,0373764197,Silhouette Desire,Fiction,http://books.google.com/books/content?id=LuP5UPrljhMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
4370,Tallchief For Keeps (The Tallchiefs #3),Cait London,0373483376,Silhouette,Fiction,http://books.google.com/books/content?id=Vn8lm_E-q8AC&printsec=frontcover&img=1&zoom=1&source=gbs_api
4371,The Sgt. Rock Archives  Vol. 3,Robert Kanigher/Joe Kubert/Russ Heath/Mark Chiarello/Jerry Grandinetti/Irv Novack,1401204104,DC Comics,Comics & Graphic Novels,http://books.google.com/books/content?id=MnWYKwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4372,Sgt. Rock: The Prophecy,Joe Kubert,1401212484,DC Comics,Comics & Graphic Novels,http://books.google.com/books/content?id=g7_mPAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4373,The Elements of Style,William Strunk Jr./E.B. White,0024181900,MacMillan Publishing Company,Language Arts & Disciplines,http://books.google.com/books/content?id=ADaMf2tEB7sC&printsec=frontcover&img=1&zoom=1&source=gbs_api
4374,On Basilisk Station (Honor Harrington  #1),David Weber,1416509372,Baen Books,Fiction,http://books.google.com/books/content?id=wfAcswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4375,The Lure of the Basilisk (The Lords of Dûs  #1),Lawrence Watt-Evans,1587155877,Wildside Press,Fiction,http://books.google.com/books/content?id=n5J-84oiCbQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
4376,Love Smart: Find the One You Want--Fix the One You Got,Phillip C. McGraw,0743272099,Free Press,Family & Relationships,http://books.google.com/books/content?id=v96amVzqanwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
4377,Smart Love,Martha Heineman Pieper/William J. Pieper,1558321829,Harvard Common Press,Family & Relationships,http://books.google.com/books/content?id=9hc5NgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4378,Sagwa  the Chinese Siamese Cat,Amy Tan/Gretchen Schields,0689846177,Aladdin Paperbacks,Juvenile Fiction,http://books.google.com/books/content?id=HBe-WlRiTZwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
4379,The Horizontal World: Growing Up Wild in the Middle of Nowhere,Debra Marquart,1582433453,Counterpoint LLC,Biography & Autobiography,http://books.google.com/books/content?id=3QTo2UTFdS0C&printsec=frontcover&img=1&zoom=1&source=gbs_api
4380,The Greek Islands,Lawrence Durrell,0571214266,Faber & Faber,Biography & Autobiography,http://books.google.com/books/content?id=Jbh1PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4381,The Avignon Quintet: Monsieur  Livia  Constance  Sebastian and Quinx,Lawrence Durrell,0571225551,Faber & Faber,"Short stories, English",http://books.google.com/books/content?id=SiLSGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4382,Through the Dark Labyrinth: A Biography of Lawrence Durrell,Gordon Bowker,0312172257,St. Martin's Press,Biography & Autobiography,http://books.google.com/books/content?id=VcVpQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4383,Clear Light of Day,Anita Desai,0618074511,Mariner Books,Fiction,http://books.google.com/books/content?id=HBKAELY0tV4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
4384,Baumgartner's Bombay,Anita Desai,0618056807,Mariner Books,Fiction,http://books.google.com/books/content?id=x3xoZHiciKoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
4385,Tim Burton: Interviews,Kristian Fraga,1578067596,University Press of Mississippi,Biography & Autobiography,http://books.google.com/books/content?id=PXWbtU-85RYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
4386,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey/Jim Collins,0743269519,Free Press,Self-Help,http://books.google.com/books/content?id=NWN2xAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4387,The Speed of Trust: The One Thing that Changes Everything,Stephen M.R. Covey,074329730X,Free Press,Business & Economics,http://books.google.com/books/content?id=nQZnDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
4388,Everything Bad is Good for You,Steven Johnson,1594481946,Riverhead Books,Psychology,http://books.google.com/books/content?id=9_YZyOfgqbEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
4389,The Ghost Map: The Story of London's Most Terrifying Epidemic—and How It Changed Science  Cities  and the Modern World,Steven Johnson,1594489254,Riverhead Books,History,http://books.google.com/books/content?id=cWtglGzhPPEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
4390,Bad Dreams,Kim Newman,0786702273,Running Press,Fiction,http://books.google.com/books/content?id=LTtBch9U8CkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
4391,Strawberry Days: How Internment Destroyed a Japanese American Community,David Neiwert,140396792X,St. Martin's Press,History,http://books.google.com/books/content?id=iO3zwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4392,In Conquest Born (In Conquest Born  #1),C.S. Friedman,0756400430,DAW,Fiction,http://books.google.com/books/content?id=UWnCk-wo5OAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
4393,Black Sun Rising (The Coldfire Trilogy  #1),C.S. Friedman,0756403146,Daw Books,Fiction,http://books.google.com/books/content?id=22VxNgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4394,Crown of Shadows (The Coldfire Trilogy  #3),C.S. Friedman,0756403189,DAW,Fiction,http://books.google.com/books/content?id=gXxyvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4395,The Madness Season,C.S. Friedman,0886774446,DAW Books Inc,Fiction,http://books.google.com/books/content?id=eFajDAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4396,This Alien Shore,C.S. Friedman,0886777992,DAW,Fiction,http://books.google.com/books/content?id=t-R1NQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4397,Whirlpool,Elizabeth Lowell/Ann Maxwell,0060511133,Avon,Fiction,http://books.google.com/books/content?id=FrnsFG4_j1oC&printsec=frontcover&img=1&zoom=1&source=gbs_api
4398,Reckless Love (MacKenzie-Blackthorn #1),Elizabeth Lowell,0373772521,Harlequin,Fiction,http://books.google.com/books/content?id=3S2TAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4399,Warrior (MacKenzie-Blackthorn #5),Elizabeth Lowell,1551669048,MIRA,Fiction,http://books.google.com/books/content?id=nYaKPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4400,Only Mine (Only Series  #2),Elizabeth Lowell,0380763397,Avon,Fiction,http://books.google.com/books/content?id=jh3rmQlmE08C&printsec=frontcover&img=1&zoom=1&source=gbs_api
4401,The Secret Sister,Ann Maxwell/Elizabeth Lowell,0060511109,Avon,Fiction,http://books.google.com/books/content?id=Pmjr6ytkCikC&printsec=frontcover&img=1&zoom=1&source=gbs_api
4402,Tell Me No Lies,Elizabeth Lowell,0373771258,HQN,Fiction,http://books.google.com/books/content?id=XjV1n_r4670C&printsec=frontcover&img=1&zoom=1&source=gbs_api
4403,Fergus and the Night-Demon,Jim  Murphy/John Manders,0618339558,Clarion Books,Juvenile Fiction,http://books.google.com/books/content?id=OKeoo26uyvUC&printsec=frontcover&img=1&zoom=1&source=gbs_api
4404,The Secret on Ararat (Babylon Rising  #2),Tim LaHaye/Bob Phillips,0553586076,Bantam,Fiction,http://books.google.com/books/content?id=6q-kPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4405,The Winthrop Woman,Anya Seton/Philippa Gregory,155652644X,Chicago Review Press,Fiction,http://books.google.com/books/content?id=2KOKPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4406,Media Unlimited: How the Torrent of Images & Sounds Overwhelms Our Lives,Todd Gitlin,0805072837,Picador,Social Science,http://books.google.com/books/content?id=TTXgno7gX-QC&printsec=frontcover&img=1&zoom=1&source=gbs_api
4407,The Whole World is Watching: Mass Media in the Making and Unmaking of the New Left with a New Preface,Todd Gitlin,0520239326,University of California Press,Political Science,http://books.google.com/books/content?id=VbkwDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
4408,The Sixties: Years of Hope  Days of Rage,Todd Gitlin,0553372122,Bantam Books (NY),History,http://books.google.com/books/content?id=xYxKAAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
4409,The Intellectuals and the Flag,Todd Gitlin,0231124929,Columbia University Press,Political Science,http://books.google.com/books/content?id=4EVNgJIinV4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
4410,The Best of H.P. Lovecraft: Bloodcurdling Tales of Horror and the Macabre,H.P. Lovecraft/August Derleth/Robert Bloch,0345350804,Ballantine Books,Fiction,http://books.google.com/books/content?id=9MSaF7En79EC&printsec=frontcover&img=1&zoom=1&source=gbs_api
